case,well,scheme,best_pathway,theis_T_m2s,single_best_T_m2s,bma_T_q05_m2s,bma_T_q50_m2s,bma_T_q95_m2s,single_best_response_time_h,theis_response_time_h,bma_response_time_q05_h,bma_response_time_q50_h,bma_response_time_q95_h,bma_diffusivity_q05_m2s,bma_diffusivity_q50_m2s,bma_diffusivity_q95_m2s,robust_capacity_factor,theis_capacity_factor,capacity_violation_probability,capacity_regret_factor,early_response_factor,theis_early_response_factor,early_response_probability,early_response_regret_factor,diffusivity_spread_ratio,transmissivity_spread_ratio,response_time_spread_ratio
Massachusetts,MW-06,strict_bic,Lagging Darcy no-leakage,6.698673365304115e-05,4.642246365376861e-05,4.615859122586557e-05,4.6283583428556705e-05,4.640857563124784e-05,1.121425776208289,0.6857128032312992,0.7082437314870614,0.9110220857958123,1.1138004401045634,0.017948440225752548,0.01796618771468692,0.01798393520362129,1.0,1.0,1.6992959046422766e-12,7.527558318088653e-13,1.5833896247181622,1.0,1.6992959046422766e-12,1.0797600353437658e-12,1.0019776079381992,1.0054157719883399,1.5726230824040988
Massachusetts,MW-06,variance_window,Lagging Darcy no-leakage,6.698673365304115e-05,4.642246365376861e-05,4.615389098278926e-05,4.627532301092669e-05,6.698673472705453e-05,1.121425776208289,0.6857128032312992,0.6857127807717333,0.9244231928797193,1.1234499482403315,0.017947772844026412,0.017965014828160195,0.029414443218443137,1.442981036651994,1.0000000160332252,0.29674933099650835,0.13145432451510872,1.635416179564546,1.0000000327536056,0.29674933099650835,0.1885593180284759,1.6388909907689855,1.4513778427052622,1.6383681035898854
Massachusetts,MW-07,strict_bic,Hantush-Jacob leaky,3.345908841789134e-05,2.372217871643258e-05,1.1786820298349133e-05,1.7440462980935534e-05,2.3094105663521934e-05,6.376100169656036,5.871557689646841,6.267479043099151,6.32086235578112,6.3742456684630895,0.002378024110191522,0.002831101804055009,0.003284179497918496,1.0,1.0,8.713023141971247e-06,3.5760664373608518e-06,1.0173309118083902,1.0,8.713023141971247e-06,7.485675671931635e-07,1.3810539110362483,1.9593160054163636,1.0170350191248736
Massachusetts,MW-07,variance_window,Hantush-Jacob leaky,3.345908841789134e-05,2.372217871643258e-05,1.1590416467777354e-05,1.7776290252120753e-05,3.274523753280076e-05,6.376100169656036,5.871557689646841,5.871557689646841,6.317691378549037,8.576584311871326,0.002362284488921239,0.002858014690862256,0.003563171044459821,1.3803638326912115,1.0,0.31706983171910125,0.11581016221041884,1.0859299195678245,1.0,0.31706983171910125,0.01897870879567098,1.5083581427937915,2.825199389843856,1.460699999081025
Massachusetts,MW-08,strict_bic,Hantush-Jacob leaky,2.4036238215348636e-05,1.381067162792918e-05,1.226469622773194e-05,1.2993160058226027e-05,1.3728920470958865e-05,0.05118424895029324,0.015606339026628491,0.0394793206520006,0.045360949040272935,0.05249350518949072,0.03530568777904929,0.04049896879586827,0.04574426777218218,1.0,1.0,2.6698891513356404e-23,1.9768140051514258e-23,1.2964825155292914,1.0,2.6698891513356404e-23,6.086569961680731e-23,1.2956628421590255,1.1193852840738232,1.3296456049030476
Massachusetts,MW-08,variance_window,Hantush-Jacob leaky,2.4036238215348636e-05,1.381067162792918e-05,1.226469622773194e-05,1.2950448445611272e-05,2.2729557658703878e-05,0.05118424895029324,0.015606339026628491,0.015606339026628491,0.045702383329093606,0.06482647786117397,0.03530568777904929,0.040194474052677676,0.12521665737997556,1.645796690491006,1.0,0.3018041987265736,0.18106052447382534,3.2797088966835553,1.0,0.3018041987265736,0.42953754805785904,3.5466426306041328,1.8532507643613414,4.153855542325658
Massachusetts,MW-10,strict_bic,Lagging Darcy with leakage,2.575575191395394e-05,1.0752153643226129e-05,1.0752153643226129e-05,1.0752153643226129e-05,1.0752153643226129e-05,1.9719916572699272,0.6759286822968757,1.762077379982917,1.8615104586978166,1.9609435374127162,0.0030268509794729266,0.0030268509794729266,0.0030268509794729266,1.0,1.0,7.964960667985541e-15,1.1011964712161504e-15,1.1191288644140278,1.0,7.964960667985541e-15,1.0050984540550511e-15,1.0,1.0,1.1128589241817106
Massachusetts,MW-10,variance_window,Lagging Darcy with leakage,2.575575191395394e-05,1.0752153643226129e-05,1.0752153643226129e-05,1.123464750154195e-05,2.5755703584816503e-05,1.9719916572699272,0.6759286822968757,0.6759286822968757,1.402080126181856,1.9446190593172001,0.0030268509794729266,0.003150825135897594,0.008830679444338439,2.395399511524152,1.0,0.5963802969564207,0.45888786092992784,2.91745521224058,1.0,0.5963802969564207,0.6116254610082751,2.9174477052967265,2.395399511524152,2.876958931094894
Massachusetts,MW-11,strict_bic,Lagging Darcy with leakage,1.785730475403275e-05,5.96144126147893e-06,5.96144126147893e-06,5.96144126147893e-06,5.96144126147893e-06,0.40680547923245797,0.12081853258450445,0.18297884543974013,0.2890019877626065,0.3950251300854728,0.026069123853940404,0.026069123853940404,0.026069123853940404,1.0,1.0,4.2650239685142697e-10,4.5869072462530897e-10,2.223237764206081,1.0,4.2650239685142697e-10,5.869615972855329e-10,1.0,1.0,2.1588568292478665
Massachusetts,MW-11,variance_window,Lagging Darcy with leakage,1.785730475403275e-05,5.96144126147893e-06,5.96144126147893e-06,7.894182876172875e-06,1.7807162371437582e-05,0.40680547923245797,0.12081853258450445,0.12081853258450445,0.15845324765640936,0.37838258450219486,0.026069123853940404,0.036884426918914526,0.08601800646310588,2.9870565842025814,1.0,0.5855330973935681,0.9035539302088895,3.367078464952592,1.0,0.5855330973935681,1.0741856180378466,3.2996124819938695,2.9870565842025814,3.131825692697779
Massachusetts,MW-12,strict_bic,Theis confined,2.4939820867403872e-05,2.4939820867403872e-05,2.34205039183458e-05,2.493982086153992e-05,2.4939820866817478e-05,0.1448281094998138,0.1448281094998138,0.14482810943828975,0.14482810946441427,0.14482810949627395,0.11851326607187937,0.1363368365256775,0.15095194141350568,1.0,1.0,0.0,0.0,1.0000000004248075,1.0000000004248075,0.1310056282646682,5.5652176375646206e-11,1.273713453496016,1.064871232223213,1.0000000004003657
Massachusetts,MW-12,variance_window,Theis confined,2.4939820867403872e-05,2.4939820867403872e-05,2.103515541949877e-05,2.3928606003448484e-05,2.4939820866005824e-05,0.1448281094998138,0.1448281094998138,0.14482810943828975,0.14482810946710886,0.21393709294751012,0.09470236772607092,0.13482938379084933,0.15095194142824236,1.0,1.0,0.0,0.0,1.0000000004248075,1.0000000004248075,0.3292661199322161,1.3987472464902025e-10,1.5939616405882777,1.1856256998646932,1.4771793526633532
Massachusetts,MW-13,strict_bic,Lagging Darcy with leakage,7.90330964405873e-05,3.1471165600746844e-05,3.1471165600746844e-05,3.1471165600746844e-05,3.1471165600746844e-05,2.49608880412113,0.9742863900185949,2.3217903435437686,2.4043527722383082,2.486915200932848,0.03720985708049984,0.03720985708049984,0.03720985708049984,1.0,1.0,0.00031324609614942934,3.62425677047809e-05,1.075070714744781,1.0,0.00031324609614942934,2.4843060285654377e-05,1.0,1.0,1.0711196244950558
Massachusetts,MW-13,variance_window,Lagging Darcy with leakage,7.90330964405873e-05,3.1471165600746844e-05,3.1471165600746844e-05,3.285132103005798e-05,7.90326818494772e-05,2.49608880412113,0.9742863900185949,0.9742863900185949,1.8053813629229785,2.471697149180653,0.03720985708049984,0.03832841713588607,0.09532988425593383,2.5112727902140897,1.0,0.6240218379902833,0.4864307660768112,2.561966203873063,1.0,0.6240218379902833,0.4895660019177219,2.561952443130783,2.5112727902140897,2.536930798277372
Lovelock Valley,FETH,strict_bic,Theis confined,0.1478248600804208,0.1478248600804208,0.12874698503325646,0.14773660652141607,0.14781603472452035,322.14669780922515,322.14669780922515,322.14669780922515,322.14669780922515,347.06980086538147,16.055154349670275,18.136242839584657,18.139399597867122,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.1298178268986652,1.1481125922004167,1.077365694652924
Lovelock Valley,FETH,variance_window,Theis confined,0.1478248600804208,0.1478248600804208,0.1286089802216384,0.14132559978986253,0.14780840280448587,322.14669780922515,322.14669780922515,322.14669780922515,322.17987054587917,363.9731770617905,16.04799112249406,17.431940424298233,18.139096278317663,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.1303032348324615,1.1492852408110237,1.1298367468516934
Lovelock Valley,MOIR,strict_bic,Lagging Darcy no-leakage,0.1792235785724748,0.1513114775735207,0.1156407438459602,0.1295413825388707,0.14913448185364384,210.67312316005535,174.15577594302056,176.41948723511686,196.4571101010818,233.74964480150186,18.536566452123814,19.63041894159577,21.17221575650518,1.0,1.0,3.5174598713048147e-07,6.486155307549325e-08,1.1941601603188436,1.0,3.5174598713048147e-07,7.374359076703903e-08,1.1421864891315614,1.2896361342356906,1.3249649937479993
Lovelock Valley,MOIR,variance_window,Lagging Darcy no-leakage,0.1792235785724748,0.1513114775735207,0.1156407438459602,0.1315947999646413,0.17919662867775363,210.67312316005535,174.15577594302056,174.15577594302056,194.35710523186907,237.82892715582634,18.536566452123814,19.79200401784481,25.817119148234692,1.1842897283894662,1.0,0.29743159712870293,0.05478802904391845,1.2096820907563948,1.0,0.29743159712870293,0.062329695183279576,1.3927670593642607,1.549597682599252,1.3656103328645157
Lovelock Valley,MD,strict_bic,Lagging Darcy no-leakage,0.5246266986839565,0.1034088284961602,0.1032038859608807,0.1032940256739515,0.10339735187005086,623.7263814410228,64.92537208552568,97.90003327850438,378.73316092097167,624.2184096301413,6.6341187483344815,6.638424545346638,6.643360234747964,1.0,1.0,1.769208420749809e-05,7.195375482140401e-05,6.371053824534016,1.0,1.769208420749809e-05,0.00015180999030230276,1.0013930239665672,1.0018745990751112,6.376079647024993
Lovelock Valley,MD,variance_window,Lagging Darcy no-leakage,0.5246266986839565,0.1034088284961602,0.1032038859608807,0.10330038553471017,0.5226501176380124,623.7263814410228,64.92537208552568,64.92537208552568,361.44751937357705,624.5036817229837,6.6341187483344815,6.6387283434010085,63.30170737175457,5.054211765462748,1.0,0.2994963397331576,1.211434371535388,9.6068202831305,1.0,0.2994963397331576,2.5425139720367693,9.541841165813723,5.064248431848024,9.618792494563296
Lovelock Valley,LEID,strict_bic,Lagging Darcy no-leakage,0.0516682428704741,0.0301489025732098,0.0301392660338375,0.030143402854748255,0.030148352601363646,59.56559318508618,14.72343986731143,18.862539399892142,41.03480655463788,59.57963885238943,3.0183399483132516,3.0188521877752286,3.019465087293455,1.0,1.0,5.62983022888618e-54,3.994998685975217e-54,3.1578777343959734,1.0,5.62983022888618e-54,1.7044498290002278e-53,1.000372767481288,1.0003014860254376,3.1586223672900644
Lovelock Valley,LEID,variance_window,Lagging Darcy no-leakage,0.0516682428704741,0.0301489025732098,0.0301392660338375,0.0301433584096745,0.05071217000209954,59.56559318508618,14.72343986731143,14.72343986731143,41.23389715978513,59.58577254436251,3.0183399483132516,3.0188466843896196,11.798956875376225,1.682056913314058,1.0,0.2961290387906824,0.1974648727221629,4.045630214263451,1.0,0.2961290387906824,0.8413608290323735,3.909088133684171,1.6825947236128689,4.047000774367489
Lovelock Valley,WWBN,strict_bic,Lagging Darcy no-leakage,0.0357540196938058,0.0342221291414778,0.03328416345645447,0.03421077939953411,0.03422099416728343,3.41275463867759,2.7819776898845254,2.8156241667597355,3.118442458636627,3.4132628946689163,18.861856482432138,18.965392556092933,18.97210977044153,1.0,1.0,1.3893005529916222e-101,6.21894792890735e-103,1.2120774778705787,1.0,1.3893005529916222e-101,3.150056763427705e-102,1.0058453041519049,1.0281464400346012,1.2122579905957238
Lovelock Valley,WWBN,variance_window,Lagging Darcy no-leakage,0.0357540196938058,0.0342221291414778,0.0296581442168155,0.034203045005843764,0.03535344764398214,3.41275463867759,2.7819776898845254,2.7819776898845254,3.3477296968287185,3.4678836294097946,18.478136849857833,18.960306431616143,22.14981824951857,1.0330580981045145,1.0,0.1912128608326981,0.00855929138079835,1.2267368825733636,1.0,0.1912128608326981,0.043355007973140375,1.1987040917325487,1.192031685648677,1.246553357354113
Lovelock Valley,WS,strict_bic,Theis confined,2.1961025115615427,2.1961025115615427,0.07506372086933986,2.193028023290389,2.1957950627344274,125.61280060049252,125.61280060049252,20.511177076274667,102.68836009241525,392.5404098925626,37.24470133448759,131.7466373015663,131.95477086507182,1.0,1.0,0.0,0.0,6.124114678225326,6.124114678225326,0.03768320138843172,0.22151676665986533,3.5429139216344114,29.252414312854963,19.137878261829016
Lovelock Valley,WS,variance_window,Theis confined,2.1961025115615427,2.1961025115615427,0.0452937746509384,1.3065630098693517,2.195642640913448,125.61280060049252,125.61280060049252,18.261933045884014,118.43399546122276,392.40456469646557,37.24470133448759,131.70675767709287,616.6472249232223,1.0,1.0,0.0,0.0,6.878395637793881,6.878395637793881,0.13327119019494382,0.7834207830855564,16.556643034541498,48.47559422535252,21.48757000206548
Lovelock Valley,WD,strict_bic,Lagging Darcy no-leakage,1.5237939733281007,0.4675683796720662,0.0007627415481195,0.3047447075891414,1.523430780745669,505.2400956010331,113.3926253476089,113.3926253476089,250.19377829892363,3170.143944899286,3.0390324882394704,22.424473993974416,146.13469334804248,3.2581989009054517,1.0,0.29020931474197476,0.6554506017364943,4.455669793800105,1.0,0.29020931474197476,1.0026367874594997,48.085926660395515,1997.3092910719354,27.95723209671796
Lovelock Valley,WD,variance_window,Lagging Darcy no-leakage,1.5237939733281007,0.4675683796720662,0.0007627415481195,0.3553797881033219,1.523461202337388,505.2400956010331,113.3926253476089,113.3926253476089,207.71003829411427,4219.578859724009,3.0390324882394704,25.653558285485847,146.13862860650892,3.258263964312306,1.0,0.40521907905269866,0.9148872533019994,4.455669793800105,1.0,0.40521907905269866,1.3993948501079925,48.08722156542917,1997.3491756066035,37.21211010670886
